Forum.id|Person.id|joinDate
412316860441|24189255811254|2012-04-15T20:50:40.173+0000
206158430234|2199023256077|2011-04-25T19:56:38.532+0000
755914244125|2199023256077|2012-01-20T04:55:45.605+0000
755914244125|10995116278291|2012-06-15T08:46:24.212+0000
755914244125|24189255811254|2012-06-22T21:33:50.766+0000
824633720862|2199023256077|2012-04-02T07:56:34.164+0000
824633720862|10995116278291|2012-03-20T18:47:30.226+0000
824633720862|24189255811254|2012-02-28T20:43:53.126+0000
343597383712|24189255811254|2012-08-22T09:34:24.101+0000
824633720865|10995116278291|2012-09-11T21:10:57.911+0000
824633720865|24189255811254|2012-03-08T02:24:15.621+0000
893353197602|10995116278291|2012-08-20T05:28:19.624+0000
962072674339|24189255811254|2012-08-31T06:39:55.326+0000
36|2199023256437|2010-04-13T16:44:32.450+0000
36|10995116278468|2011-01-02T22:39:38.664+0000
36|19791209301592|2011-09-17T21:40:27.976+0000
36|26388279067534|2012-01-19T19:22:04.433+0000
36|28587302323722|2012-04-15T04:24:38.397+0000
36|30786325578932|2012-05-29T18:00:20.845+0000
36|32985348834375|2012-08-03T22:09:25.016+0000
68719476773|2199023256816|2010-05-03T16:40:25.103+0000
68719476773|17592186044425|2011-06-23T11:17:46.047+0000
137438953510|2199023257206|2010-06-21T09:23:52.969+0000
137438953510|4398046512201|2010-07-01T05:17:43.522+0000
137438953510|6597069768211|2010-08-19T00:23:56.014+0000
137438953510|8796093022467|2010-10-15T00:06:25.754+0000
137438953510|19791209300326|2011-08-06T13:44:24.313+0000
137438953510|19791209300608|2011-08-10T06:06:13.387+0000
137438953510|19791209300787|2011-09-23T06:26:00.478+0000
137438953510|19791209301454|2011-07-28T19:41:17.182+0000
137438953510|24189255812580|2011-11-25T18:59:41.990+0000
137438953510|26388279066664|2012-02-04T18:56:54.907+0000
137438953510|26388279067534|2012-01-14T07:51:29.334+0000
137438953510|32985348833653|2012-08-16T17:12:58.718+0000
206158430247|1274|2010-08-08T06:51:55.620+0000
206158430247|1490|2010-08-22T02:34:59.622+0000
206158430247|2199023256437|2010-08-11T00:47:07.166+0000
206158430247|15393162789274|2011-04-06T14:18:24.604+0000
206158430247|15393162790400|2011-04-05T04:40:10.810+0000
206158430247|17592186044425|2011-06-15T21:35:51.492+0000
206158430247|17592186045693|2011-05-31T20:14:46.622+0000
206158430247|26388279067534|2012-01-17T19:35:06.821+0000
206158430247|28587302322537|2012-04-15T08:25:43.233+0000
274877906984|1490|2011-02-10T05:27:40.939+0000
274877906984|15393162789274|2012-07-22T19:05:10.080+0000
274877906984|15393162790400|2011-07-12T06:48:14.472+0000
274877906984|17592186045693|2012-07-26T06:12:48.364+0000
274877906984|26388279067534|2012-05-31T02:55:15.203+0000
481036337193|1274|2012-05-06T11:40:56.081+0000
481036337193|1490|2011-05-18T07:23:16.541+0000
481036337193|15393162789274|2011-07-04T17:57:41.488+0000
481036337193|17592186044425|2012-07-16T22:27:12.759+0000
481036337193|17592186045693|2012-07-22T05:04:20.247+0000
481036337193|26388279067534|2012-02-12T07:32:31.016+0000
412316860459|1274|2011-06-02T05:51:39.661+0000
412316860459|1490|2011-12-19T22:34:55.392+0000
412316860459|15393162789274|2012-01-08T01:05:59.022+0000
412316860459|15393162790400|2011-08-30T11:40:38.278+0000
412316860459|17592186044425|2011-12-04T04:29:48.427+0000
412316860459|17592186045693|2012-06-15T01:44:24.752+0000
962072674349|2199023256437|2012-07-09T07:57:14.115+0000
962072674349|15393162790400|2012-07-20T22:12:31.904+0000
962072674349|17592186044425|2012-08-19T19:37:06.012+0000
962072674349|17592186045693|2012-09-09T20:58:32.032+0000
755914244142|17592186044425|2012-07-19T15:43:52.966+0000
755914244142|26388279067534|2012-06-10T02:31:31.422+0000
274877906991|1274|2012-05-06T22:08:39.038+0000
274877906991|1490|2012-01-14T06:45:21.784+0000
274877906991|2199023256437|2011-06-29T09:25:19.959+0000
274877906991|15393162789274|2011-12-17T04:56:29.928+0000
274877906991|15393162790400|2012-08-26T20:18:51.071+0000
274877906991|28587302322537|2012-05-10T22:18:06.240+0000
618475290672|1274|2012-05-11T05:43:37.360+0000
618475290672|1490|2012-04-23T20:55:49.567+0000
618475290672|2199023256437|2012-05-08T14:49:12.668+0000
618475290672|15393162789274|2011-08-14T20:50:59.500+0000
618475290672|28587302322537|2012-08-04T14:53:55.270+0000
274877906994|1490|2011-02-17T13:47:42.365+0000
274877906994|2199023256437|2011-01-10T20:11:24.935+0000
274877906994|15393162789274|2012-08-03T22:44:41.164+0000
274877906994|17592186044425|2012-01-24T07:14:42.623+0000
274877906994|26388279067534|2012-04-17T16:48:02.393+0000
274877906994|28587302322537|2012-06-09T10:20:12.314+0000
755914244147|1274|2012-01-27T03:46:24.357+0000
755914244147|1490|2012-07-30T22:15:09.859+0000
755914244147|2199023256437|2012-06-05T06:24:24.989+0000
755914244147|15393162789274|2012-08-03T13:11:41.611+0000
755914244147|15393162790400|2012-06-09T05:07:41.823+0000
755914244147|17592186045693|2012-03-29T13:00:58.371+0000
824633720884|1274|2012-08-20T16:46:57.027+0000
824633720884|1490|2012-04-28T06:54:03.892+0000
824633720884|17592186044425|2012-09-06T13:31:39.744+0000
824633720884|17592186045693|2012-05-13T07:33:03.575+0000
824633720884|28587302322537|2012-07-19T13:45:36.112+0000
962072674357|17592186044425|2012-07-25T17:09:39.825+0000
962072674358|15393162789274|2012-07-14T11:44:54.969+0000
962072674358|17592186044425|2012-07-04T23:12:36.383+0000
549755813944|1490|2011-07-30T10:03:14.822+0000
549755813944|2199023256437|2011-09-24T15:05:21.022+0000
549755813944|26388279067534|2012-08-20T03:40:37.109+0000
274877907001|1274|2011-01-05T20:35:40.140+0000
274877907001|1490|2012-03-13T10:29:58.079+0000
274877907001|2199023256437|2011-06-10T13:01:09.582+0000
274877907001|15393162789274|2012-02-02T09:08:34.081+0000
274877907001|17592186044425|2012-02-26T02:01:57.461+0000
343597383738|1490|2011-03-03T11:06:36.511+0000
343597383738|2199023256437|2011-03-08T13:34:12.025+0000
343597383738|15393162789274|2012-02-07T12:03:29.447+0000
343597383738|15393162790400|2011-09-11T06:47:45.449+0000
343597383738|17592186045693|2012-01-29T03:58:55.334+0000
343597383738|26388279067534|2012-04-10T18:05:16.352+0000
343597383738|28587302322537|2012-07-22T15:59:43.475+0000
618475290683|1490|2011-07-12T09:24:44.240+0000
618475290683|2199023256437|2012-06-07T02:57:10.666+0000
618475290683|15393162790400|2011-08-30T02:38:29.552+0000
274877907004|1274|2011-09-16T17:06:38.258+0000
274877907004|1490|2012-03-25T23:51:59.912+0000
274877907004|2199023256437|2011-04-18T07:36:38.631+0000
274877907004|17592186044425|2011-12-27T06:57:08.793+0000
274877907004|17592186045693|2011-11-20T00:53:58.811+0000
274877907004|26388279067534|2012-09-11T11:05:30.489+0000
755914244157|1490|2012-01-21T08:26:02.810+0000
755914244157|15393162790400|2012-05-19T20:56:32.784+0000
755914244157|17592186044425|2012-08-17T01:20:08.270+0000
343597383742|1274|2011-10-31T10:56:30.062+0000
343597383742|2199023256437|2012-01-01T07:51:31.853+0000
343597383742|15393162790400|2012-07-07T05:00:13.413+0000
343597383742|17592186044425|2011-09-27T23:23:33.499+0000
343597383742|28587302322537|2012-07-27T15:05:11.532+0000
893353197631|2199023256437|2012-06-04T22:38:45.190+0000
893353197631|17592186044425|2012-08-13T03:00:15.692+0000
893353197631|17592186045693|2012-06-02T10:06:57.384+0000
206158430272|1490|2012-06-27T06:36:49.276+0000
206158430272|15393162789274|2012-01-08T15:55:25.777+0000
206158430272|17592186044425|2012-05-12T09:23:52.391+0000
274877907009|1274|2011-12-28T16:45:36.210+0000
274877907009|1490|2012-02-20T01:51:13.884+0000
274877907009|2199023256437|2011-10-29T13:11:01.130+0000
274877907009|15393162789274|2012-09-09T18:39:22.305+0000
893353197634|2199023256437|2012-04-08T10:30:09.075+0000
893353197634|17592186045693|2012-04-04T19:38:33.972+0000
274877907012|2199023256437|2011-01-12T17:01:51.767+0000
274877907012|17592186044425|2011-06-19T09:32:20.822+0000
274877907012|28587302322537|2012-05-26T11:30:40.451+0000
343597383749|19791209300852|2011-08-06T08:50:42.954+0000
343597383749|32985348834655|2012-09-02T01:38:51.694+0000
755914244167|19791209300852|2012-08-25T01:57:45.190+0000
1030792151113|19791209300852|2012-09-12T09:04:38.656+0000
412316860490|19791209300852|2012-07-28T20:20:26.800+0000
962072674379|19791209300852|2012-06-29T03:34:39.391+0000
755914244180|19791209300852|2012-07-10T02:56:57.444+0000
962072674394|19791209300852|2012-08-12T09:25:50.782+0000
343597383773|19791209300852|2012-01-14T17:50:41.134+0000
549755813983|19791209300852|2012-05-10T11:44:33.649+0000
549755813984|459|2011-07-01T07:51:57.718+0000
549755813984|4398046511596|2011-06-18T19:12:39.738+0000
549755813984|4398046511667|2011-06-21T03:36:10.267+0000
549755813984|4398046512267|2011-06-06T01:01:31.392+0000
549755813984|19791209301252|2011-07-19T11:24:46.482+0000
549755813984|21990232556528|2011-11-13T09:42:11.674+0000
549755813984|24189255811566|2011-12-10T05:14:53.299+0000
893353197665|459|2012-07-31T14:29:39.708+0000
893353197665|4398046511596|2012-06-10T21:15:06.889+0000
618475290722|459|2011-11-01T17:10:19.536+0000
618475290722|4398046511667|2012-01-01T18:59:34.199+0000
618475290722|4398046512267|2012-08-15T05:39:09.803+0000
618475290722|19791209301252|2011-09-14T16:39:04.022+0000
618475290722|21990232556528|2012-05-16T10:41:11.012+0000
618475290722|24189255811566|2012-07-11T13:40:54.909+0000
618475290723|459|2011-10-01T05:35:35.836+0000
618475290723|19791209301252|2012-07-27T04:21:31.978+0000
618475290723|21990232556528|2012-03-24T14:42:21.849+0000
618475290723|24189255811566|2011-12-16T09:55:40.532+0000
824633720932|459|2012-09-08T05:00:41.205+0000
824633720932|4398046511596|2012-06-28T23:51:56.813+0000
824633720932|4398046511667|2012-09-10T16:33:03.756+0000
824633720932|19791209301252|2012-06-07T14:06:10.536+0000
962072674405|459|2012-07-28T01:27:59.203+0000
962072674405|4398046512267|2012-08-30T17:45:31.647+0000
962072674405|21990232556528|2012-07-15T03:25:36.242+0000
962072674406|4398046511667|2012-07-11T19:14:11.525+0000
755914244199|4398046511596|2012-05-21T00:21:38.581+0000
755914244199|19791209301252|2012-03-31T01:53:13.083+0000
755914244199|21990232556528|2012-04-25T14:54:04.991+0000
687194767464|459|2011-10-24T23:03:43.740+0000
687194767464|4398046512267|2012-07-04T07:34:52.785+0000
687194767464|19791209301252|2011-12-16T11:32:19.340+0000
687194767464|21990232556528|2012-08-09T18:40:07.895+0000
824633720938|4398046511596|2012-07-16T13:56:39.386+0000
824633720938|4398046512267|2012-04-04T17:56:55.432+0000
755914244203|4398046512267|2012-04-18T07:35:18.138+0000
755914244203|21990232556528|2012-06-27T00:50:50.256+0000
962072674412|4398046511596|2012-06-23T16:28:34.262+0000
962072674412|4398046511667|2012-08-15T10:37:37.223+0000
618475290733|459|2011-09-28T06:00:00.974+0000
962072674415|4398046511667|2012-08-29T14:16:38.736+0000
962072674415|4398046512267|2012-08-24T09:50:32.397+0000
962072674415|24189255811566|2012-05-27T15:05:08.819+0000
755914244208|459|2012-07-16T18:59:29.847+0000
755914244208|4398046511596|2012-01-17T15:58:39.238+0000
755914244208|4398046512267|2012-06-30T17:12:08.502+0000
755914244208|21990232556528|2011-11-16T13:53:15.013+0000
549755814001|459|2012-06-22T14:47:23.014+0000
549755814001|4398046511596|2012-05-29T02:06:26.773+0000
549755814001|4398046511667|2012-09-12T20:37:13.796+0000
549755814001|4398046512267|2012-05-27T16:48:42.827+0000
549755814001|19791209301252|2012-04-25T04:06:32.019+0000
549755814001|24189255811566|2011-12-23T00:09:17.740+0000
687194767474|4398046511596|2012-09-06T22:15:02.766+0000
687194767474|4398046511667|2011-11-30T16:54:42.306+0000
687194767474|4398046512267|2011-11-08T09:30:54.743+0000
687194767474|24189255811566|2012-03-24T17:12:30.829+0000
893353197683|459|2012-08-12T23:35:20.731+0000
893353197683|4398046512267|2012-07-14T16:06:44.309+0000
893353197683|24189255811566|2012-07-24T22:46:31.895+0000
687194767476|987|2011-11-16T20:22:50.421+0000
687194767476|15393162789093|2011-11-22T05:19:07.195+0000
687194767476|26388279067551|2012-02-08T16:18:25.378+0000
687194767476|26388279067669|2012-02-18T13:59:40.368+0000
824633720949|987|2012-05-02T21:54:29.405+0000
824633720949|15393162789093|2012-03-20T12:46:15.944+0000
824633720949|26388279067669|2012-04-10T11:31:01.106+0000
893353197686|15393162789093|2012-08-01T07:23:40.684+0000
893353197686|26388279067551|2012-08-30T13:02:19.574+0000
824633720954|15393162789093|2012-07-19T14:02:41.038+0000
824633720954|26388279067551|2012-03-18T01:23:12.355+0000
962072674427|987|2012-07-27T18:54:13.892+0000
755914244220|987|2012-03-14T09:48:17.202+0000
755914244220|26388279067551|2012-05-09T07:25:37.122+0000
755914244220|26388279067669|2012-04-24T17:36:58.783+0000
824633720957|987|2012-08-21T03:55:44.898+0000
1030792151168|987|2012-08-13T03:29:04.817+0000
1030792151168|26388279067669|2012-09-12T14:17:17.237+0000
824633720962|987|2012-06-25T16:11:09.398+0000
824633720962|15393162789093|2012-02-29T04:19:43.188+0000
687194767491|1050|2011-11-11T02:56:24.114+0000
687194767491|2199023256277|2011-10-29T17:04:57.226+0000
687194767491|2199023256437|2011-11-12T19:02:33.337+0000
687194767491|2199023256893|2011-11-10T03:29:31.143+0000
687194767491|4398046511587|2011-10-28T07:57:23.970+0000
687194767491|4398046511734|2011-11-13T08:05:30.803+0000
687194767491|8796093022467|2011-11-17T03:53:59.557+0000
687194767491|8796093023000|2011-11-21T03:22:59.303+0000
687194767491|8796093023506|2011-11-06T07:06:29.004+0000
687194767491|8796093023903|2011-11-11T07:41:28.162+0000
687194767491|10995116279452|2011-10-28T14:43:40.573+0000
687194767491|13194139534853|2011-11-15T21:04:42.604+0000
687194767491|15393162789417|2011-11-09T05:30:02.432+0000
687194767491|17592186044425|2011-11-12T06:11:41.998+0000
687194767491|17592186044519|2011-11-10T03:07:04.080+0000
687194767491|17592186045165|2011-11-20T03:40:07.928+0000
687194767491|17592186045408|2011-10-28T15:15:06.712+0000
687194767491|17592186045551|2011-11-10T02:09:01.823+0000
687194767491|17592186045604|2011-11-11T06:23:41.419+0000
687194767491|21990232556252|2011-10-31T18:48:47.675+0000
687194767491|24189255812446|2011-12-24T16:52:49.739+0000
687194767491|24189255812669|2011-12-27T06:14:01.401+0000
687194767491|26388279067066|2012-02-11T09:55:41.849+0000
687194767491|26388279067183|2012-01-18T01:34:27.222+0000
687194767491|26388279067635|2012-03-01T11:48:21.880+0000
687194767491|28587302323592|2012-04-07T06:16:37.056+0000
687194767491|30786325578585|2012-07-22T12:06:23.009+0000
687194767491|30786325579109|2012-07-11T00:55:28.383+0000
687194767491|32985348833438|2012-08-09T16:25:41.529+0000
687194767491|32985348833670|2012-08-30T11:12:39.011+0000
687194767491|32985348833673|2012-07-22T20:54:25.337+0000
687194767491|32985348833931|2012-08-14T23:26:41.145+0000
755914244228|609|2011-12-07T11:41:54.142+0000
755914244228|998|2011-11-13T11:26:18.806+0000
755914244228|1269|2011-11-21T03:49:54.362+0000
755914244228|2199023256744|2011-11-17T15:47:01.314+0000
755914244228|13194139533344|2011-12-07T07:48:41.099+0000
755914244228|15393162789093|2011-11-18T00:05:02.271+0000
755914244228|15393162789174|2011-11-29T10:27:07.309+0000
755914244228|15393162790014|2011-12-04T22:39:27.960+0000
755914244228|17592186044897|2011-11-23T07:55:19.501+0000
755914244228|17592186045382|2011-12-03T10:06:11.672+0000
755914244228|17592186046110|2011-11-27T10:08:39.745+0000
755914244228|21990232556410|2011-12-06T07:21:00.072+0000
755914244228|24189255812426|2012-01-06T22:55:20.832+0000
755914244228|24189255812580|2011-12-06T13:39:12.985+0000
755914244228|24189255812733|2012-01-18T15:56:33.016+0000
755914244228|32985348834375|2012-08-05T19:20:13.004+0000
755914244229|998|2012-08-01T18:06:36.673+0000
755914244229|13194139533344|2012-01-01T15:05:33.272+0000
755914244229|15393162789174|2012-08-14T02:44:30.298+0000
755914244229|15393162790014|2012-06-10T12:55:01.083+0000
755914244229|17592186044897|2012-08-15T10:34:52.722+0000
755914244229|21990232556410|2012-03-21T14:37:37.982+0000
755914244229|24189255812426|2012-05-02T00:59:40.870+0000
755914244229|24189255812733|2012-07-02T15:17:22.434+0000
962072674439|609|2012-07-17T15:53:52.121+0000
962072674439|1269|2012-06-11T02:43:02.192+0000
962072674439|15393162789093|2012-08-23T23:23:53.036+0000
962072674439|15393162790014|2012-07-14T21:14:59.863+0000
962072674439|17592186044897|2012-08-30T18:25:15.692+0000
962072674439|17592186045382|2012-07-18T11:12:08.880+0000
962072674439|24189255812426|2012-06-14T02:46:19.872+0000
962072674439|24189255812580|2012-09-11T14:35:27.126+0000
824633720968|609|2012-05-07T19:05:11.926+0000
824633720968|1269|2012-06-28T07:19:22.941+0000
824633720968|2199023256744|2012-06-19T14:11:25.193+0000
824633720968|13194139533344|2012-09-09T10:30:37.405+0000
824633720968|15393162789093|2012-07-25T23:22:38.872+0000
824633720968|15393162789174|2012-07-28T06:38:56.357+0000
824633720968|15393162790014|2012-06-11T21:24:27.533+0000
824633720968|21990232556410|2012-03-04T03:48:50.571+0000
824633720969|609|2012-09-08T04:27:01.339+0000
824633720969|998|2012-03-08T01:22:47.932+0000
824633720969|2199023256744|2012-04-17T11:57:23.805+0000
824633720969|24189255812580|2012-03-31T07:51:55.222+0000
962072674442|15393162789093|2012-05-30T10:18:46.785+0000
962072674442|15393162789174|2012-06-20T20:41:20.475+0000
962072674442|17592186045382|2012-07-18T01:55:49.594+0000
962072674442|24189255812426|2012-05-30T19:50:44.301+0000
824633720975|1269|2012-08-09T05:20:41.248+0000
824633720975|13194139533344|2012-04-20T13:02:29.441+0000
824633720975|15393162789174|2012-03-10T19:29:58.556+0000
824633720975|17592186045382|2012-03-26T16:35:38.378+0000
824633720975|17592186046110|2012-06-22T03:15:16.083+0000
824633720975|21990232556410|2012-04-23T15:14:20.761+0000
824633720975|24189255812580|2012-03-10T04:11:26.023+0000
824633720975|24189255812733|2012-06-27T05:03:19.387+0000
1030792151184|998|2012-09-03T21:39:00.813+0000
1030792151184|15393162790014|2012-09-09T15:42:49.878+0000
1030792151184|21990232556410|2012-08-05T00:14:26.054+0000
962072674449|609|2012-06-14T02:17:38.296+0000
962072674449|1269|2012-08-09T10:59:04.617+0000
962072674449|17592186044897|2012-09-10T17:36:17.879+0000
962072674449|17592186046110|2012-07-01T14:33:02.420+0000
962072674449|24189255812733|2012-07-03T20:38:19.833+0000
824633720978|4398046512194|2012-03-06T13:11:38.380+0000
824633720978|15393162789174|2012-02-28T15:18:33.106+0000
824633720978|17592186044897|2012-03-08T06:05:34.002+0000
824633720978|32985348834375|2012-07-29T07:13:38.855+0000
893353197715|6597069768129|2012-04-10T18:42:18.320+0000
893353197715|17592186045408|2012-03-29T21:27:19.963+0000
893353197715|19791209300081|2012-03-31T07:12:26.066+0000
893353197715|19791209301132|2012-04-11T15:00:47.774+0000
962072674452|987|2012-05-28T07:50:50.139+0000
962072674452|17592186044862|2012-06-08T23:17:38.661+0000
962072674452|19791209301132|2012-06-21T04:46:28.029+0000
962072674452|24189255811254|2012-06-15T04:31:14.212+0000
962072674452|24189255811277|2012-06-14T00:45:02.231+0000
962072674452|24189255811566|2012-06-13T21:29:35.479+0000
962072674452|26388279067534|2012-06-15T06:54:37.069+0000
962072674452|26388279068275|2012-06-14T02:51:37.203+0000
962072674452|30786325579109|2012-06-22T05:22:51.124+0000
68719476887|976|2010-05-03T05:21:09.539+0000
68719476887|1269|2010-04-25T04:07:18.693+0000
68719476887|6597069767242|2010-08-09T09:28:17.708+0000
68719476887|10995116278234|2010-12-06T12:03:55.050+0000
68719476887|10995116278353|2010-12-20T08:36:38.909+0000
68719476887|13194139533535|2011-02-05T02:41:04.007+0000
68719476887|13194139533653|2011-02-05T02:41:44.456+0000
68719476887|15393162789604|2011-04-27T17:01:28.873+0000
68719476887|17592186044551|2011-06-17T08:37:19.090+0000
68719476887|17592186045074|2011-06-18T07:19:17.250+0000
68719476887|17592186045865|2011-06-06T03:26:07.006+0000
68719476887|19791209300771|2011-08-18T17:01:29.520+0000
68719476887|21990232555611|2011-11-12T21:13:27.102+0000
68719476887|21990232556528|2011-10-18T12:23:10.755+0000
68719476887|21990232556650|2011-11-13T01:58:08.460+0000
68719476887|30786325578932|2012-06-17T21:00:56.191+0000
68719476887|30786325579247|2012-06-09T06:06:07.731+0000
68719476887|32985348833378|2012-09-03T17:12:48.052+0000
68719476887|32985348833438|2012-07-26T22:21:50.409+0000
137438953624|4398046511596|2010-07-18T13:07:47.870+0000
137438953624|10995116278184|2011-01-02T13:23:04.706+0000
137438953624|13194139533618|2011-02-09T11:48:21.941+0000
137438953624|13194139533834|2011-03-21T13:03:03.687+0000
137438953624|17592186045813|2011-07-07T15:13:54.680+0000
137438953624|26388279067771|2012-02-29T09:12:23.506+0000
206158430361|2199023256668|2010-07-25T09:48:20.140+0000
206158430361|6597069768211|2010-08-22T16:42:23.528+0000
206158430361|8796093023017|2010-10-11T02:41:08.230+0000
206158430361|8796093023851|2010-11-03T10:20:58.649+0000
206158430361|15393162789093|2011-05-10T15:28:59.588+0000
206158430361|21990232555524|2011-10-13T13:32:20.500+0000
206158430361|30786325578056|2012-06-30T08:28:34.505+0000
206158430361|32985348833548|2012-08-25T20:59:11.679+0000
206158430361|32985348833995|2012-08-25T20:05:57.704+0000
274877907098|290|2010-10-04T11:18:02.093+0000
274877907098|1050|2010-10-06T05:19:50.406+0000
274877907098|1131|2010-09-15T17:43:41.600+0000
274877907098|1160|2010-10-03T20:03:26.735+0000
274877907098|2199023256744|2010-09-28T14:21:17.083+0000
274877907098|4398046512267|2010-09-24T16:34:14.669+0000
274877907098|6597069766846|2010-09-24T11:06:19.299+0000
274877907098|6597069766850|2010-10-04T19:37:41.454+0000
274877907098|6597069767067|2010-09-10T16:10:26.563+0000
274877907098|6597069767242|2010-09-18T10:09:47.074+0000
274877907098|6597069767572|2010-10-08T09:50:22.536+0000
274877907098|8796093023133|2010-11-18T16:16:36.213+0000
274877907098|8796093023897|2010-11-12T09:31:08.845+0000
274877907098|13194139534578|2011-02-02T10:11:57.613+0000
274877907098|13194139534853|2011-04-03T10:18:38.591+0000
274877907098|13194139534982|2011-02-27T04:23:57.203+0000
274877907098|15393162789787|2011-05-02T13:03:14.729+0000
274877907098|17592186045168|2011-06-18T05:40:28.722+0000
274877907098|17592186045408|2011-06-12T06:38:40.996+0000
274877907098|17592186045551|2011-06-23T12:10:57.021+0000
274877907098|19791209301454|2011-08-11T16:19:27.000+0000
274877907098|19791209301471|2011-09-04T15:29:09.263+0000
274877907098|19791209301519|2011-07-24T02:21:22.804+0000
274877907098|19791209301554|2011-08-11T00:45:46.795+0000
274877907098|21990232555850|2011-09-25T20:37:35.759+0000
274877907098|21990232556497|2011-10-03T20:06:01.057+0000
274877907098|24189255811116|2012-01-07T12:40:33.975+0000
274877907098|24189255812295|2011-12-26T03:46:51.987+0000
274877907098|26388279067047|2012-02-14T05:17:25.766+0000
274877907098|26388279068113|2012-03-07T04:46:21.145+0000
274877907098|28587302322548|2012-05-21T05:35:08.127+0000
274877907098|28587302323193|2012-05-09T11:45:53.223+0000
274877907098|28587302323441|2012-03-20T14:34:03.870+0000
274877907098|28587302323855|2012-05-02T18:38:55.231+0000
274877907098|30786325578056|2012-07-01T02:54:47.047+0000
274877907098|30786325578932|2012-06-06T01:10:15.366+0000
274877907098|32985348833548|2012-08-06T21:10:08.567+0000
274877907098|32985348833673|2012-07-11T07:28:53.731+0000
412316860571|318|2011-02-28T05:18:10.758+0000
412316860571|2199023255981|2011-03-03T09:56:59.265+0000
412316860571|2199023256077|2011-02-21T21:05:18.596+0000
412316860571|2199023256086|2011-02-27T09:27:07.647+0000
412316860571|2199023256530|2011-02-22T13:09:51.115+0000
412316860571|2199023257239|2011-02-20T00:36:57.876+0000
412316860571|6597069766733|2011-02-15T04:08:12.796+0000
412316860571|8796093023907|2011-02-20T03:14:19.178+0000
412316860571|10995116278353|2011-03-04T17:26:42.442+0000
412316860571|17592186044862|2011-06-23T11:29:42.783+0000
412316860571|21990232556771|2011-11-12T03:52:31.138+0000
412316860571|26388279067426|2012-03-13T11:01:35.468+0000
412316860571|26388279067669|2012-02-13T00:53:24.137+0000
412316860571|30786325578932|2012-06-19T10:02:45.937+0000
412316860571|30786325579091|2012-06-05T10:02:01.090+0000
412316860571|32985348834375|2012-08-14T07:23:55.368+0000
412316860571|32985348834682|2012-07-31T03:20:03.891+0000
687194767516|2199023255981|2011-10-11T12:32:33.497+0000
687194767516|2199023256077|2012-04-09T18:09:19.439+0000
687194767516|6597069766733|2012-01-28T04:06:25.480+0000
687194767516|8796093023907|2012-04-16T03:50:25.353+0000
687194767516|10995116278353|2011-10-09T10:47:48.976+0000
687194767516|30786325578932|2012-07-27T11:41:22.644+0000
687194767516|30786325579091|2012-07-23T19:21:42.868+0000
687194767516|32985348834375|2012-08-27T10:37:57.414+0000
755914244253|2199023255981|2012-05-04T14:21:14.472+0000
755914244253|2199023256077|2011-11-29T18:27:10.611+0000
755914244253|2199023256530|2012-01-03T00:36:30.147+0000
755914244253|2199023257239|2012-08-25T13:29:14.666+0000
755914244253|10995116278353|2012-03-22T19:35:13.350+0000
755914244253|17592186044862|2012-04-16T18:44:02.864+0000
755914244253|30786325578932|2012-08-08T03:15:55.164+0000
